id,manufacturer,dtc,description
3008,saturn,P1234,Injector Circuit Cylinder 5 Intermittent
3009,saturn,P1237,Injector Circuit Cylinder 6 Intermittent
3010,saturn,P1240,Injector Circuit Cylinder 7 Intermittent
3011,saturn,P1243,Injector Circuit Cylinder 8 Intermittent
3012,saturn,P1245,Intake Plenum Switchover Valve
3013,saturn,P1250,Early Fuel Evaporation Heater Circuit
3014,saturn,P1257,Supercharger System Overboost
3015,saturn,P1258,Engine Coolant Overtemperature - Protection Mode Active
3016,saturn,P1260,Last Test Failed Failed SCC ENTER:More Info.
3017,saturn,P1270,Accelerator Pedal Position Sensor A/D Converter Error
3018,saturn,P1271,Accelerator Pedal Position (APP) Sensor 1-2 Correlation
3019,saturn,P1272,Accelerator Pedal Position Sensor 2
3020,saturn,P1273,Accelerator Pedal Position Sensor 1
3021,saturn,P1274,Injectors Wired Incorrectly
3022,saturn,P1275,Accelerator Pedal Position (APP) Sensor 1 Circuit
3023,saturn,P1276,Accelerator Pedal Position Sensor 1 Circuit Performance
3024,saturn,P1277,Accelerator Pedal Position Sensor 1 Circuit Low Voltage
3025,saturn,P1278,Accelerator Pedal Position Sensor 1 Circuit High Voltage
3026,saturn,P1280,Accelerator Pedal Position (APP) Sensor 2 Circuit
3027,saturn,P1281,Accelerator Pedal Position Sensor 2 Circuit Performance
3028,saturn,P1282,Accelerator Pedal Position Sensor 2 Circuit Low Voltage
3029,saturn,P1283,Accelerator Pedal Position Sensor 2 Circuit High Voltage
3030,saturn,P1285,Accelerator Pedal Position Sensor 3 Circuit
3031,saturn,P1286,Accelerator Pedal Position Sensor 3 Circuit Performance
3032,saturn,P1287,Accelerator Pedal Position Sensor 3 Circuit Low Voltage
3033,saturn,P1288,Accelerator Pedal Position Sensor 3 Circuit High Voltage
3034,saturn,P1300,Ignitor Circuit
3035,saturn,P1305,Ignition Coil 2 Primary Feedback Circuit
3036,saturn,P1310,Ignition Coil 3 Primary Feedback Circuit
3037,saturn,P1315,Ignition Coil 4 Primary Feedback Circuit
3038,saturn,P1320,IC 4X Reference Circuit Intermittent
3039,saturn,P1321,Electronic Ignition System Fault Line
3040,saturn,P1322,EI System or Ignition Control Extra or Missing
3041,saturn,P1323,IC 24X Reference Circuit Low Frequency
3042,saturn,P1324,Crank RPM Too Low
3043,saturn,P1335,CKP Circuit
3044,saturn,P1336,Crankshaft Position (CKP) System Variation Not Learned
3045,saturn,P1345,Crankshaft Position (CKP)-Camshaft Position (CMP) Correlation
3046,saturn,P1346,Intake Camshaft Position [CMP] Sensor System Performance
3047,saturn,P1350,Ignition Control System
3048,saturn,P1351,Ignition Coil Control Circuit High Voltage
3049,saturn,P1352,IC Output High/Pulse Detected when GND_Cyl. 2
3050,saturn,P1353,IC Output High/Pulse Detected when GND_Cyl. 3
3051,saturn,P1354,IC Output High/Pulse Detected when GND_Cyl. 4
3052,saturn,P1355,IC Output High/Pulse Detected when GND_Cyl. 5
3053,saturn,P1356,IC Output High/Pulse Detected when GND_Cyl. 6
3054,saturn,P1357,IC Output High/Pulse Detected when GND_Cyl. 7
3055,saturn,P1358,IC Output High/Pulse Detected when GND_Cyl. 8
3056,saturn,P1359,Ignition Coil Group 1 Control Circuit
3057,saturn,P1360,Ignition Coil Group 2 Control Circuit
3058,saturn,P1361,Ignition Coil Control Circuit Low Voltage
3059,saturn,P1362,IC Cylinder 2 Not Toggling After Enable
3060,saturn,P1363,IC Cylinder 3 Not Toggling After Enable
3061,saturn,P1364,IC Cylinder 4 Not Toggling After Enable
3062,saturn,P1365,IC Cylinder 5 Not Toggling After Enable
3063,saturn,P1366,IC Cylinder 6 Not Toggling After Enable
3064,saturn,P1367,IC Cylinder 7 Not Toggling After Enable
3065,saturn,P1368,IC Cylinder 8 Not Toggling After Enable
3066,saturn,P1370,IC 4X Reference Circuit Too Many Pulses
3067,saturn,P1371,IC 4X Reference Circuit Too Few Pulses
3068,saturn,P1372,Crankshaft Position (CKP) Sensor A-B Correlation
3069,saturn,P1374,3X Reference Circuit
3070,saturn,P1375,IC 24X Reference Circuit High Voltage
3071,saturn,P1376,Ignition Ground Circuit
3072,saturn,P1377,IC Cam Pulse To 4X Reference Pulse
3073,saturn,P1380,Misfire Detected - Rough Road Data Not Available
3074,saturn,P1381,Misfire Detected - No Communication with Brake ControlModule
3075,saturn,P1390,Wheel Speed Sensor 1 - G - Sensor Circuit
3076,saturn,P1391,Wheel Speed Sensor 1 - G - Sensor Circuit Performance
3077,saturn,P1392,Wheel Speed Sensor 1 - G - Sensor Circuit Low Voltage
3078,saturn,P1393,Wheel Speed Sensor 1 - G - Sensor Circuit High Voltage
3079,saturn,P1394,Wheel Speed Sensor 1 - G - Sensor Circuit Intermittent
3080,saturn,P1395,Wheel Speed Sensor 2 - G - Sensor Circuit
3081,saturn,P1396,Wheel Speed Sensor 2 - G - Sensor Circuit Performance
3082,saturn,P1397,Wheel Speed Sensor 2 - G - Sensor Circuit Low Voltage
3083,saturn,P1398,Wheel Speed Sensor 2 - G - Sensor Circuit High Voltage
3084,saturn,P1399,Wheel Speed Sensor 2 - G - Sensor Circuit Intermittent
3085,saturn,P1403,Exhaust Gas Recirculation System Valve 1
3086,saturn,P1404,Exhaust Gas Recirculation (EGR) Closed PositionPerformance
3087,saturn,P1405,Exhaust Gas Recirculation System Valve 3
3088,saturn,P1406,EGR Valve Pintle Position Circuit
3089,saturn,P1407,EGR Air Intrusion in Exhaust Supply to EGR Valve
3090,saturn,P1408,Intake Manifold Pressure Sensor Circuit
3091,saturn,P1409,EGR Vacuum System Leak
3092,saturn,P1410,Fuel Tank Pressure System
3093,saturn,P1415,Secondary Air Injection (AIR) System Bank 1
3094,saturn,P1416,Secondary Air Injection (AIR) System Bank 2
3095,saturn,P1418,Secondary Air Injection System Relay A Control CircuitHigh
3096,saturn,P1420,Intake Air Low Pressure Switch Circuit Low Voltage
3097,saturn,P1421,Intake Air Low Pressure Switch Circuit High Voltage
3098,saturn,P1423,Intake Air High Pressure Switch Circuit High Voltage
3099,saturn,P1431,Fuel Level Sensor 2 Circuit Performance
3100,saturn,P1432,Fuel Level Sensor 2 Circuit Low Voltage
3101,saturn,P1433,Fuel Level Sensor 2 Circuit High Voltage
3102,saturn,P1441,Evaporative Emission (EVAP) System Flow During Non-Purge
3103,saturn,P1442,EVAP Vacuum Sw. High Voltage During Ign. On
3104,saturn,P1450,Barometric Pressure Sensor Circuit
3105,saturn,P1451,Barometric Press. Sensor Performance
3106,saturn,P1480,Cooling Fan 1 Control Circuit High
3107,saturn,P1483,Engine Cooling System Performance
3108,saturn,P1500,Starter Signal Circuit
3109,saturn,P1502,Theft Deterrent Fuel Enable Signal Not Received
3110,saturn,P1503,Theft Deterrent Fuel Enable Signal Not Correct
3111,saturn,P1504,Vehicle Speed Output Circuit
3112,saturn,P1508,Idle Speed Low - Idle Air Control (IAC) System NotResponding
3113,saturn,P1509,Idle Speed High - Idle Air Control (IAC) System NotResponding
3114,saturn,P1510,Throttle Control System Performance - Throttle LimitationActive
3115,saturn,P1511,Throttle Control System - Backup System Performance
3116,saturn,P1514,Airflow to TP Sensor Correlation High
3117,saturn,P1515,Electronic Throttle System Throttle Position
3118,saturn,P1516,Throttle Actuator Control (TAC) Module Throttle ActuatorPosition Performance
3119,saturn,P1517,Electronic Throttle Module
3120,saturn,P1518,Electronic Throttle Module to PCM Communication
3121,saturn,P1519,Throttle Actuator Control (TAC) Module Internal Circuit
3122,saturn,P1520,Transmission Range Switch Circuit
3123,saturn,P1521,Transmission Engaged at High Throttle Angle
3124,saturn,P1522,Park/Neutral to Drive/Reverse at High RPM
3125,saturn,P1523,Throttle Closed Position Performance
3126,saturn,P1524,Throttle Closed Position Performance
3127,saturn,P1525,Throttle Body ServiceRequired
3128,saturn,P1526,Minimum Throttle Position Not Learned
3129,saturn,P1527,Transmission Range to Pressure Switch Correlation
3130,saturn,P1528,Governor
3131,saturn,P1529,Heated Windshield Request Problem
3132,saturn,P1530,Throttle Actuator Control (TAC) Module Internal Circuit
3133,saturn,P1531,A/C Low Side Temperature Sensor Fault
3134,saturn,P1532,A/C Evaporator Temp. Sens. Ckt. Low Voltage
3135,saturn,P1533,A/C Evaporator Temp. Sens. Ckt. High Voltage
3136,saturn,P1534,A/C High Side Temp. Sensor Low Voltage
3137,saturn,P1535,A/C High Side Temperature Sensor Circuit
3138,saturn,P1536,Engine Coolant Overtemperature - Air Conditioning (A/C)Disabled
3139,saturn,P1537,A/C Request Circuit Low Voltage
3140,saturn,P1538,A/C Request Circuit High Voltage
3141,saturn,P1539,A/C Clutch Status Circuit High Voltage
3142,saturn,P1540,Air Conditioning (A/C) Refrigerant Overpressure - AirConditioning (A/C) Disabled
3143,saturn,P1541,A/C High Side Over Temperature
3144,saturn,P1542,A/C System High Pressure High Temperature
3145,saturn,P1543,A/C System Performance
3146,saturn,P1544,A/C Refrigerant Condition Very Low
3147,saturn,P1545,Air Conditioning (A/C) Clutch Relay Control Circuit
3148,saturn,P1546,A/C Clutch Status Circuit Low Voltage
3149,saturn,P1547,A/C System Performance Degraded
3150,saturn,P1548,A/C Recirculation Circuit
3151,saturn,P1554,Cruise Control Feedback Circuit
3152,saturn,P1555,Electronic Variable Orifice Output
3153,saturn,P1558,Cruise Control Servo Indicates Low
3154,saturn,P1559,Cruise Control Power Management Mode
3155,saturn,P1560,Transaxle Not in Drive - Cruise Control Disabled
3156,saturn,P1561,Cruise Vent Solenoid
3157,saturn,P1562,Cruise Vacuum Solenoid
3158,saturn,P1563,Cruise Vehicle Speed/Set Speed Difference Too High
3159,saturn,P1564,Vehicle Acceleration Too High - Cruise Control Disabled
3160,saturn,P1565,Cruise Servo Position Sensor
3161,saturn,P1566,Engine RPM Too High - Cruise Control Disabled
3162,saturn,P1567,Active Banking Control Active - Cruise Control Disabled
3163,saturn,P1568,Cruise Servo Stroke Greater than Commanded in Cruise
3164,saturn,P1569,Cruise Servo Stroke High While not in Cruise
3165,saturn,P1570,Traction Control Active - Cruise Control Disabled
3166,saturn,P1571,Traction Control Torque Request Circuit
3167,saturn,P1572,ASR Active Circuit Low Too Long
3168,saturn,P1573,PCM/EBTCM Serial Data Circuit
3169,saturn,P1574,Stoplamp Switch Circuit
3170,saturn,P1575,Extended Travel Brake Switch Circuit
3171,saturn,P1576,BBV Sensor Ckt. High Voltage
3172,saturn,P1577,BBV Sensor Ckt. Low Voltage
3173,saturn,P1578,BBV Sensor Ckt. Low Vacuum
3174,saturn,P1579,P/N to D/R at High Throttle Angle - Power Reduction ModeActive
3175,saturn,P1580,Cruise Move Circuit Low Voltage
3176,saturn,P1581,Cruise Move Circuit High Voltage
3177,saturn,P1582,Cruise Direction Circuit Low Voltage
3178,saturn,P1583,Cruise Direction CircuitHigh Voltage
3179,saturn,P1584,Cruise Control Disabled
3180,saturn,P1585,Cruise Control Inhibit Output Circuit
3181,saturn,P1586,Cruise Control Brake Switch 2 Circuit
3182,saturn,P1587,Cruise Control Clutch Control Circuit Low
3183,saturn,P1588,Cruise Control Clutch Control Circuit High
3184,saturn,P1599,Engine Stall or Near Stall Detected
3185,saturn,P1600,TCM Internal Watchdog Operation
3186,saturn,P1601,Serial Comm. Problem With Device 1
3187,saturn,P1602,Knock Sensor (KS) Module Performance
3188,saturn,P1603,Loss of SDM Serial Data
3189,saturn,P1604,Loss of IPC Serial Data
3190,saturn,P1605,Loss of HVAC Serial Data
3191,saturn,P1606,Serial Communication Problem With Device 6
3192,saturn,P1607,Serial Communication Problem With Device 7
3193,saturn,P1608,Serial Communication Problem With Device 8
3194,saturn,P1609,Loss Of TCS Serial Data
3195,saturn,P1610,Loss of PZM Serial Data
3196,saturn,P1611,Loss of CVRTD Serial Data
3197,saturn,P1612,Loss of IPM Serial Data
3198,saturn,P1613,Loss of DIM Serial Data
3199,saturn,P1614,Loss of RIM Serial Data
3200,saturn,P1615,Loss of VTD Serial Data
3201,saturn,P1617,Engine Oil Level Switch Circuit
3202,saturn,P1619,Engine Oil Life Monitor Reset Circuit
3203,saturn,P1620,Low Coolant Circuit
3204,saturn,P1621,Control Module Long Term Memory Performance
3205,saturn,P1622,Cylinder Select
3206,saturn,P1623,Transmission Temp Pull-Up Resistor
3207,saturn,P1624,Customer Snapshot Requested - Data Available
3208,saturn,P1625,TCM System Reset
3209,saturn,P1626,Theft Deterrent Fuel Enable Signal Not Received
3210,saturn,P1627,A/D Performance
3211,saturn,P1628,ECT Pull-Up Resistor
3212,saturn,P1629,Theft Deterrent System - Cranking Signal
3213,saturn,P1630,Theft Deterrent Learn Mode Active
3214,saturn,P1631,Theft Deterrent Start Enable Signal Not Correct
3215,saturn,P1632,Theft Deterrent Fuel Disable Signal Received
3216,saturn,P1633,Ignition 0 Switch Circuit
3217,saturn,P1634,Ignition 1 Switch Circuit
3218,saturn,P1635,5 Volt Reference Circuit
3219,saturn,P1636,PCM Stack Overrun
3220,saturn,P1637,Generator L-Terminal Circuit
3221,saturn,P1638,Generator F-Terminal Circuit
3222,saturn,P1639,5 Volt Reference 2 Circuit
3223,saturn,P1640,Driver-1-Input High Voltage
3224,saturn,P1641,Malfunction Indicator Lamp (MIL) Control Circuit
3225,saturn,P1642,Vehicle Speed Output Circuit
3226,saturn,P1643,Engine Speed Output Circuit
3227,saturn,P1644,Traction Control Delivered Torque Output Circuit
3228,saturn,P1645,Evaporative Emission (EVAP) Vent Solenoid Contorl Circuit
3229,saturn,P1646,Evaporative Emission (EVAP) Vent Solenoid Control Circuit
3230,saturn,P1647,Driver 1 Line 7
3231,saturn,P1650,Control Module Output B Circuit
3232,saturn,P1651,Fan 1 Relay Control Circuit
3233,saturn,P1652,Powertrain Induced Chassis Pitch Output Circuit
3234,saturn,P1653,Oil Level Lamp Control Circuit
3235,saturn,P1654,Cruise Control Inhibit Output Circuit
3236,saturn,P1655,EVAP Purge Solenoid Control Circuit
3237,saturn,P1656,Driver 2 Line 6
3238,saturn,P1657,1-4 Upshift Solenoid Control Circuit
3239,saturn,P1658,Starter Enable Relay Control Circuit
3240,saturn,P1660,Cooling Fan Control Circuits
3241,saturn,P1661,MIL Control Circuit
3242,saturn,P1662,Cruise Lamp Control Circuit
3243,saturn,P1663,Oil Life Lamp Control Circuit
3244,saturn,P1664,1-4 Upshift Lamp Control Circuit
3245,saturn,P1665,Driver 3 Line 5
3246,saturn,P1666,Driver 3 Line 6
3247,saturn,P1667,Reverse Inhibit Solenoid Control Circuit
3248,saturn,P1669,ABS Unit Expected
3249,saturn,P1670,Driver 4
3250,saturn,P1671,Driver 4 Line 1
3251,saturn,P1672,Low Engine Oil Level Lamp Control Circuit
3252,saturn,P1673,Engine Hot Lamp Control Circuit
3253,saturn,P1674,Tachometer Control Circuit
3254,saturn,P1675,EVAP Vent Solenoid Control Circuit
3255,saturn,P1676,Driver 4 Line 6
3256,saturn,P1677,Driver 4 Line 7
3257,saturn,P1680,Driver 5
3258,saturn,P1681,Driver 5 Line 1
3259,saturn,P1682,Driver 5 Line 2
3260,saturn,P1683,Driver 5 Line 3
3261,saturn,P1684,Driver 5 Line 4
3262,saturn,P1685,Driver 5 Line 5
3263,saturn,P1686,Driver 5 Line 6
3264,saturn,P1687,Driver 5 Line 7
3265,saturn,P1689,Delivered Torque Circuit Fault
3266,saturn,P1690,ECM Loop Overrun
3267,saturn,P1691,Coolant Gage Circuit Low Voltage
3268,saturn,P1692,Coolant Gage Circuit High Voltage
3269,saturn,P1693,Tachometer Circuit Low Voltage
3270,saturn,P1694,Tachometer Circuit High Voltage
3271,saturn,P1695,Remote Keyless Entry Circuit Low
3272,saturn,P1696,Remote Keyless Entry Voltage High
3273,saturn,P1700,Transmission Control Module (TCM) Requested MILIllumination
3274,saturn,P1701,Trans. MIL Request Circuit
3275,saturn,P1705,P/N Signal Output Circuit
3276,saturn,P1740,Torque Reduction Signal Circuit
3277,saturn,P1743,TP Signal from ECM
3278,saturn,P1760,TCM Supply Voltage Interrupted
3279,saturn,P1779,Engine Torque Delivered to TCM Signal
3280,saturn,P1780,Park/Neutral Position [PNP] Switch Circuit
3281,saturn,P1781,Engine Torque Signal Circuit
3282,saturn,P1790,Transmission Control Module Checksum
3283,saturn,P1791,Transmission Control Module Loop
3284,saturn,P1793,Transmission Control Module Stack Overrun
3285,saturn,P1795,CAN Bus - Throttle Body Position
3286,saturn,P1800,TCM Power Relay Control Circuit
3287,saturn,P1801,Performance Selector Switch Failure
3288,saturn,P1804,Ground Control Relay
3289,saturn,P1810,TFP Valve Position Switch Circuit
3290,saturn,P1811,Maximum Adapt and Long Shift
3291,saturn,P1812,Transmission Over Temperature Condition
3292,saturn,P1813,Torque Control
3293,saturn,P1814,Torque Converter Overstressed
3294,saturn,P1815,Transmission Range Switch - Start In Wrong Range
3295,saturn,P1816,TFP Valve Position Sw. - Park/Neu. With Drive Ratio
3296,saturn,P1817,TFP Valve Position Sw. - Reverse With Drive Ratio
3297,saturn,P1818,TFP Valve Position Sw. - Drive Without Drive Ratio
3298,saturn,P1819,Internal Mode Switch - No Start/Wrong Range
3299,saturn,P1820,Internal Mode Switch Circuit A Low
3300,saturn,P1822,Internal Mode Switch Circuit B High
3301,saturn,P1823,Internal Mode Switch Circuit P Low
3302,saturn,P1825,Internal Mode Switch - Invalid Range
3303,saturn,P1826,Internal Mode Switch Circuit C - High
3304,saturn,P1831,PC Solenoid Power Circuit - Low Voltage
3305,saturn,P1833,A/T Solenoids Power Circuit - Low Voltage
3306,saturn,P1835,Kick-Down Switch Circuit
3307,saturn,P1836,Kick-Down Switch Failed Open
3308,saturn,P1837,Kick-Down Switch Failed Short
3309,saturn,P1842,1-2 Shift Solenoid Circuit Low Voltage
3310,saturn,P1843,1-2 Shift Solenoid Circuit High Voltage
3311,saturn,P1844,Torque Reduction Signal Circuit Desired By TCM
3312,saturn,P1845,2-3 Shift Solenoid Circuit Low Voltage
3313,saturn,P1847,2-3 Shift Solenoid Circuit High Voltage
3314,saturn,P1850,Brake Band Apply Solenoid Circuit
3315,saturn,P1851,Brake Band Apply Solenoid Performance
3316,saturn,P1852,Brake Band Apply SolenoidLow Voltage
3317,saturn,P1853,Brake Band Apply Solenoid High Voltage
3318,saturn,P1860,TCC PWM Solenoid Circuit Electrical
3319,saturn,P1864,Torque Converter Clutch Circuit
3320,saturn,P1868,Transmission Fluid Life
3321,saturn,P1870,Transmission Component Slipping
3322,saturn,P1871,Undefined Gear Ratio
3323,saturn,P1873,TCC Stator Temp. Switch Circuit Low
3324,saturn,P1874,TCC Stator Temp. Switch Circuit High
3325,saturn,P1875,4WD Low Switch Circuit Electrical
3326,saturn,P1884,TCC Enable/Shift Light Circuit
3327,saturn,P1886,Shift Timing Solenoid
3328,saturn,P1887,TCC Release Switch Circuit
3329,saturn,P1891,Throttle Position Sensor PWM Signal Low
3330,saturn,P1892,Throttle Position Sensor PWM Signal High
3331,saturn,P1893,Engine Torque Signal Low Voltage
3332,saturn,P1894,Engine Torque Signal High Voltage
3333,saturn,P1895,TCM to ECM Torque Reduction Circuit
3334,toyota,P1100,BARO Sensor Circuit.
3335,toyota,P1120,Accelerator Pedal Position Sensor Circuit.
3336,toyota,P1121,Accelerator Pedal Position Sensor Range/Performance Problem.
3337,toyota,P1125,Throttle Control Motor Circuit.
3338,toyota,P1126,Magnetic Clutch Circuit.
3339,toyota,P1127,ETCS Actuator Power Source Circuit.
3340,toyota,P1128,Throttle Control Motor Lock.
3341,toyota,P1129,Electric Throttle Control System.
3342,toyota,P1130,Air/Fuel Sensor Circuit Range/Performance. (Bank 1 Sensor 1)
3343,toyota,P1133,Air/Fuel Sensor Circuit Response. (Bank 1 Sensor 1)
3344,toyota,P1135,Air/Fuel Sensor Heater Circuit Response. (Bank 1 Sensor 1)
3345,toyota,P1150,Air/Fuel Sensor Circuit Range/Performance. (Bank 1 Sensor 2)
3346,toyota,P1153,Air/Fuel Sensor Circuit Response. (Bank 1 Sensor 2)
3347,toyota,P1155,Air/Fuel Sensor Heater Circuit. (Bank 1 Sensor 2)
3348,toyota,P1200,Fuel Pump Relay Circuit.
3349,toyota,P1300,Igniter Circuit Malfunction - No. 1.
3350,toyota,P1310,Igniter Circuit Malfunction - No. 2.
3351,toyota,P1335,No Crankshaft Position Sensor Signal - Engine Running.
3352,toyota,P1349,VVT System.
3353,toyota,P1400,Sub-Throttle Position Sensor.
3354,toyota,P1401,Sub-Throttle Position Sensor Range/Performance Problem.
3355,toyota,P1405,Turbo Pressure Sensor Circuit.
3356,toyota,P1406,Turbo Pressure Sensor Range/Performance Problem.
3357,toyota,P1410,EGR Valve Position Sensor Circuit Malfunction.
3358,toyota,P1411,EGR Valve Position Sensor Circuit Range/Performance.
